EV; HR; LT; LG; NV; VL; NL; DG; SV; DT
105;20200213225448;-20.020285;-44.028762;30642;0;915;0;0;6905
105;20200213225547;-19.959663;-43.946496;20589;0;574;0;2;5
105;20200213224936;-19.863182;-43.935480;30646;0;541;0;0;9740
105;20200213225450;-19.992825;-44.040389;30945;0;207;0;0;2901
105;20200213225544;-19.994785;-44.023020;31029;31;243;326;0;3225
105;20200213225450;-19.992819;-44.040156;30310;0;1085;0;0;2738
105;20200213225450;-19.800884;-43.977999;11079;0;1920;0;0;4461
105;20200213225430;-19.876446;-43.906455;40758;0;664;0;0;14216
105;20200213225218;-19.807097;-43.979599;11123;0;1905;0;1;0
105;20200213225448;-19.885282;-43.979803;10716;0;6538;12;0;6740
105;20200213225440;-19.884873;-43.980236;40682;0;870;0
105;20200213225449;-19.974170;-44.022130;10555;1;934;17;1;17554
105;20200213225445;-19.863182;-43.921018;20829;0;372;0;0;14764
105;20200213225447;-19.863426;-43.935707;30607;0;4661;0;0;6053
105;20200213225451;-19.797198;-44.012879;20475;0;495;0;0;5522
105;20200213225450;-19.797463;-44.011843;40583;0;6037;0;0;12773
105;20200213225448;-19.874870;-43.909708;20867;0;727;0;0;8945
105;20200213225349;-19.961947;-43.989130;31020;0;1115;0;0;6726
105;20200213225450;-19.885455;-43.979163;11062;0;693;0;0;4098
105;20200213225451;-19.886044;-43.980143;40416;0;821;0
105;20200213225529;-19.912894;-43.967970;40478;37;671;76;2;4709
105;20200213225450;-19.797550;-44.012112;10815;0;541;337;0;5532
105;20200213225453;-19.906223;-44.017071;40028;0;364;0;0;1526
105;20200213225449;-19.863807;-43.894055;20289;0;407;0;0;1145
105;20200213225452;-19.876560;-43.906345;20720;0;734;0;0;9528
105;20200213225447;-19.963489;-43.963699;30369;0;597;0;0;1888
105;20200213225454;-19.874589;-43.909499;20186;0;2657;0;0;12347
105;20200213225438;-19.962867;-43.987844;30406;0;636;0;0;6578
105;20200213225454;-19.796676;-44.013447;30685;0;5977;0
105;20200213225447;-19.863298;-43.921033;20915;0;703;0;0;10662
105;20200213225452;-19.912549;-43.910921;20253;0;653;0;2;9359
105;20200213225446;-19.884849;-43.980357;40619;0;13;0
105;20200213225451;-19.800949;-43.978568;10418;0;3896;0;0;3702
105;20200213225546;-19.935656;-43.936333;30871;44;741;348;2;3441
105;20200213225450;-19.863398;-43.920958;20797;0;721;0;0;8160
105;20200213225552;-19.817014;-43.954897;10687;0;7040;0;1;873
105;20200213225448;-19.862424;-43.921003;20320;0;5538;44;0;1684
105;20200213225452;-19.796477;-44.011775;10630;0;5583;0;0;4863
105;20200213225449;-19.863962;-43.921015;20468;0;588;0;0;2675
105;20200213225441;-19.863278;-43.935549;30648;0;5282;0;0;1510
105;20200213225449;-19.869107;-44.014482;30506;0;674;0;0;8966
105;20200213225452;-19.851969;-43.927815;20567;0;5547;0;0;1879
105;20200213225453;-19.988055;-44.034842;31028;0;243;0;0;5226
105;20200213225455;-19.901977;-43.964036;11089;0;712;0
105;20200213225455;-19.909168;-43.895206;20888;0;629;0;0;1407
105;20200213225446;-19.873972;-43.908711;10371;0;6039;0;0;6191
105;20200213225444;-19.869061;-43.934375;10949;0;749;0;2;17086
105;20200213225451;-19.973808;-44.020687;30471;0;3997;0;1;11659
105;20200213225453;-19.953584;-43.969874;30696;0;43;0
105;20200213225432;-19.867768;-44.015457;40546;1;5559;246;0;9196
105;20200213225455;-19.796775;-44.013257;10603;0;505;264
105;20200213225453;-19.909197;-43.894783;20886;0;6718;0;0;1478
105;20200213225451;-19.822646;-43.947088;30639;0;4023;54;2;29658
105;20200213225452;-19.796292;-44.011421;10836;0;502;0;0;5384
105;20200213225444;-19.875348;-43.908580;20602;0;4023;0;0;11560
105;20200213225529;-19.847711;-43.922574;20445;22;68;196;0;2814
105;20200213225454;-19.823169;-43.947257;11080;1;6819;194;1;11484
105;20200213225457;-19.952650;-43.970148;30306;0;348;0;0;6069
105;20200213225452;-19.919866;-43.996202;30979;0;660;0;0;6689
105;20200213225455;-19.838049;-43.936600;10916;0;597;0;0;7494
105;20200213225528;-19.987694;-44.008829;30923;4;206;50;1;1933
105;20200213225456;-19.866452;-43.908891;30857;0;597;0;2;21605
105;20200213225451;-19.973369;-44.020876;30831;1;899;149;1;31969
105;20200213225456;-19.863597;-43.893679;40344;0;660;0;0;8346
105;20200213225425;-19.962764;-43.987786;30829;1;1066;157;0;12655
105;20200213225452;-19.963055;-43.974525;10315;0;59;0;2;24556
105;20200213225451;-19.961798;-43.989402;30880;0;238;0;0;5731
105;20200213225456;-19.962574;-43.964579;10355;0;636;0;1;15622
105;20200213225455;-19.797555;-44.011880;10806;0;550;0
105;20200213225456;-19.919764;-43.997654;20803;0;2374;0;0;6158
105;20200213225447;-19.876119;-43.906975;40190;0;6740;0;0;7385
105;20200213225449;-19.874966;-43.908332;20866;0;727;0;0;8627
105;20200213225329;-19.962495;-43.987558;30722;0;1066;0;0;2675
105;20200213225455;-19.920079;-43.996376;31014;0;660;0;0;6698
105;20200213225456;-19.801049;-43.978080;10675;0;541;0
105;20200213225457;-19.901872;-43.963950;10961;0;877;0
105;20200213225449;-19.973520;-44.019932;31048;0;930;0;1;27261
105;20200213225452;-19.862460;-43.920985;20304;0;588;0;0;3002
105;20200213225456;-19.796835;-44.013137;40383;0;6838;0
105;20200213225457;-19.973384;-44.019842;30177;0;938;0;1;18499
105;20200213225459;-19.992860;-44.039844;30564;1;4018;300;0;3447
105;20200213225456;-20.003313;-44.025296;30206;0;238;0;0;2240
105;20200213225455;-19.797110;-44.012501;10591;0;5602;0;0;3403
105;20200213225457;-19.885948;-43.980438;40411;0;389;0
105;20200213225455;-19.879880;-43.911054;10142;0;753;0;2;13173
105;20200213225455;-19.893102;-43.887267;10654;0;698;0
105;20200213225455;-20.020404;-44.029254;30118;0;1057;0;0;6514
105;20200213225459;-19.838223;-43.936557;11094;0;3745;0
105;20200213225550;-19.877227;-44.006798;40262;12;1307;304;1;0
105;20200213225457;-19.797496;-44.011601;40449;0;5977;0;0;3411
105;20200213225459;-19.873903;-43.908843;20752;0;803;0;0;6888
105;20200213225458;-19.868754;-44.014715;40608;1;671;139;0;7327
105;20200213225457;-19.796144;-44.011272;10799;0;6538;0;0;10925
105;20200213225450;-19.885482;-43.979005;10643;0;608;0;0;1809
105;20200213225456;-19.796902;-44.011255;10801;0;4661;0;0;8822
105;20200213225501;-19.864358;-43.893513;30273;0;3405;0;0;10073
105;20200213225452;-19.962222;-43.989914;30545;0;5282;143;0;19144
105;20200213225453;-19.807186;-43.979283;10545;0;5781;0
105;20200213225455;-19.963849;-43.964194;30256;0;5286;0;0;4358
105;20200213225457;-20.003112;-44.025603;30892;0;922;0;0;5516
105;20200213225458;-19.797253;-44.012788;10734;0;495;86
105;20200213225458;-19.886004;-43.980299;40700;0;345;0
105;20200213225458;-20.002866;-44.025638;30824;0;238;0;0;14356
105;20200213225453;-19.901797;-43.963933;11114;0;877;0
105;20200213225458;-19.885281;-43.980233;40399;0;2614;0
105;20200213225457;-19.862534;-43.921009;20637;0;721;0;0;8243
105;20200213225454;-19.885926;-43.980425;40490;0;307;0
105;20200213225459;-19.830512;-44.013728;11047;0;5567;0;0;1876
105;20200213225500;-19.801084;-43.978403;10340;0;5605;0
105;20200213225500;-19.862907;-43.921134;20825;0;624;0;0;5607
105;20200213225455;-19.863495;-43.921160;20696;0;579;0;0;3892
105;20200213225501;-19.901515;-43.994876;10662;0;679;0;1;20480
105;20200213225459;-19.830973;-44.014179;11077;0;368;0;0;6525
105;20200213225538;-19.970619;-43.995983;40427;12;33;142;1;31401
105;20200213225501;-19.992697;-44.039913;30559;0;207;0;1;31614
105;20200213225457;-19.851714;-43.927299;20427;0;844;0;0;2386
105;20200213225502;-19.864323;-43.927207;20486;0;5397;328;1;16311
105;20200213225502;-19.837965;-43.936648;10484;0;597;0;0;7886
105;20200213225500;-19.893921;-43.958483;10472;0;4736;0;0;1157
105;20200213225504;-19.963707;-43.964185;30375;0;7358;0;0;10560
105;20200213225501;-19.964156;-43.963418;30579;0;952;0;0;1693
105;20200213225450;-19.874611;-43.909770;20762;0;4614;0;0;14224
105;20200213225458;-19.797202;-44.012919;10927;0;5609;0;0;5437
105;20200213225414;-19.874764;-43.909077;20492;0;565;0;0;2187
105;20200213225459;-19.838096;-43.936421;10845;0;597;0;0;7543
105;20200213225502;-19.874000;-43.909966;20724;0;725;0;0;8629
105;20200213225429;-19.868392;-44.014742;40614;0;671;0
105;20200213225500;-19.874699;-43.909356;20422;0;639;0;0;3012
105;20200213225459;-19.919046;-43.888989;20706;0;614;0;0;2941
105;20200213225505;-19.796561;-44.011259;20385;0;5605;0;0;8264
105;20200213225502;-19.963674;-43.964071;30576;0;952;0;0;1856
105;20200213225503;-19.870801;-44.010519;40799;0;309;0;0;1021
105;20200213225458;-19.868500;-44.014747;40656;0;357;0;0;580
105;20200213225501;-19.963713;-43.964217;30250;0;565;0;0;3581
105;20200213225459;-19.944813;-43.988902;31044;0;107;0;0;2505
105;20200213225503;-19.796934;-44.011646;20417;0;299;0;0;2945
105;20200213225459;-19.884847;-43.980364;40393;0;7119;0
105;20200213225501;-19.876336;-43.907152;20170;0;608;0;0;1144
105;20200213225502;-19.992587;-44.040729;30933;0;207;0;0;2910
105;20200213225500;-19.837832;-43.936494;10162;0;813;0;0;3790
105;20200213225500;-19.920009;-43.996862;10976;0;737;0;0;13
105;20200213225500;-19.919829;-43.996743;20896;0;2374;127;0;16576
105;20200213225500;-19.885342;-43.980661;40543;0;5569;0;0;8477
105;20200213225501;-19.905441;-44.017504;40329;0;890;0;2;21035
105;20200213225505;-19.796489;-44.011303;20451;0;5574;204;0;3489
105;20200213225501;-19.838463;-43.936325;10491;0;585;0;0;7073
105;20200213225454;-19.870273;-44.009718;40838;0;307;0;0;1036
105;20200213225500;-19.901776;-43.963931;10469;0;877;53
105;20200213225448;-19.875153;-43.909296;20869;0;677;0;0;4115
105;20200213225500;-19.885929;-43.980140;40680;0;3409;0
105;20200213225505;-19.884972;-43.980400;40485;0;870;0
105;20200213225501;-19.885806;-43.980089;40488;0;307;0
105;20200213225537;-19.932261;-43.938755;30738;16;100;193;1;11159
105;20200213225504;-19.797318;-44.013487;10563;0;768;0
105;20200213225503;-19.992952;-44.040624;30420;0;207;0;0;2942
105;20200213225503;-19.862767;-43.921253;20689;0;558;0;0;7242
105;20200213225503;-19.830432;-44.013976;10773;0;5620;0;0;8359
105;20200213225503;-19.963546;-43.963635;30367;0;100;0;0;6344
105;20200213225456;-19.875000;-43.909279;20841;0;1633;0;0;6236
105;20200213225507;-19.956217;-43.999585;30429;0;5632;0;1;21385
105;20200213225505;-19.885080;-43.980277;40421;0;870;0
105;20200213225501;-19.963761;-43.964046;40645;0;315;0;0;10275
105;20200213225503;-19.889803;-43.966315;11082;0;4736;0;1;25445
105;20200213225503;-19.919774;-43.996819;30870;0;1582;0;1;33459
105;20200213225503;-19.863078;-43.921097;20813;0;588;0;0;2792
105;20200213225503;-19.901813;-43.964046;10833;0;5675;298
105;20200213225504;-19.795968;-44.011362;10802;0;502;0;0;5208
105;20200213225505;-19.963915;-43.963418;30739;0;599;0;0;3732
105;20200213225539;-19.992096;-44.039806;30949;21;207;162;0;2844
105;20200213225502;-19.876241;-43.906267;20721;0;872;0;0;10926
105;20200213225409;-19.873861;-43.909433;20864;0;725;0;0;9082
105;20200213225509;-19.797509;-44.011661;10596;0;768;0
105;20200213225544;-19.863367;-43.926519;20664;11;851;181;1;0
105;20200213225501;-19.961927;-43.989479;30544;0;5282;0;0;19555
105;20200213225500;-19.868439;-44.014459;40611;0;357;0;0;659
105;20200213225501;-19.876070;-43.906969;11143;0;608;0;0;14297
105;20200213225506;-19.988336;-44.035012;31032;0;243;0;0;5018
105;20200213225459;-19.962809;-43.987696;30568;0;5284;0;0;19081
105;20200213225504;-19.902265;-43.963876;10346;0;712;0
105;20200213225506;-19.863812;-43.935518;30924;0;7081;0;1;26039
105;20200213225507;-19.884925;-43.980543;10704;0;5564;0
105;20200213225508;-19.917744;-43.995322;40556;0;402;0;0;11096
105;20200213225505;-19.921060;-43.880956;20640;1;703;283;2;15544
105;20200213225540;-19.915889;-43.937877;10707;17;5564;90;1;15827
105;20200213225456;-19.874706;-43.909400;20256;0;653;0;0;10211
105;20200213225504;-19.964143;-43.963574;30964;0;5286;0;0;4897
105;20200213225508;-19.797022;-44.011243;10250;0;5577;0;0;5601
105;20200213225509;-19.919648;-43.996208;30978;0;660;0;0;6691
105;20200213225506;-19.874189;-43.909514;20847;1;6760;314;0;10566
105;20200213225507;-19.793236;-44.008359;10598;0;5602;0;1;16
105;20200213225504;-20.020783;-44.029231;30445;0;1319;0;0;6161
105;20200213225509;-19.874623;-43.908821;20505;0;5996;0
105;20200213225508;-19.919607;-43.995674;10968;0;737;0;0;0
105;20200213225507;-19.945462;-43.988874;30798;0;3357;0;0;20347
105;20200213225508;-19.905372;-44.017567;40105;0;5957;0
105;20200213225507;-19.806808;-43.979554;11037;0;548;0
105;20200213225505;-19.886031;-43.980600;40705;0;723;248
105;20200213225507;-19.906380;-43.901660;20344;0;6718;0
105;20200213225507;-19.988167;-44.034600;31031;0;243;0;0;5209
105;20200213225505;-20.020392;-44.028795;40036;0;934;0;0;6358
105;20200213225503;-19.885773;-43.980368;40829;0;3399;0
105;20200213225510;-19.885745;-43.980206;40419;0;4054;0
105;20200213225510;-19.864676;-43.894366;20783;0;409;0;0;487
105;20200213225508;-19.797495;-44.012200;40515;1;552;18;0;5531
105;20200213225503;-19.852178;-43.927774;20570;0;5547;0;0;1784
105;20200213225508;-19.868589;-44.014939;10575;0;5716;131;0;5765
105;20200213225509;-19.796938;-44.011664;10627;0;5577;0;0;5644
105;20200213225502;-19.885413;-43.979264;10640;0;878;92;0;3769
105;20200213225510;-19.864236;-43.893413;20582;0;622;0;0;5661
105;20200213225505;-19.870536;-44.010039;40497;0;6578;0;0;8375
105;20200213225511;-19.806768;-43.979798;10437;0;1030;0
105;20200213225508;-19.952944;-43.970188;30493;0;90;0
105;20200213225509;-19.963921;-43.963663;30255;0;599;310;0;3906
105;20200213225509;-19.953012;-43.970166;30500;0;90;0
105;20200213225537;-19.842861;-43.967284;30617;0;5620;0;0;8
105;20200213225508;-19.952605;-43.970265;30499;1;90;34
105;20200213225507;-19.919967;-43.996261;20712;0;741;0;2;15770
105;20200213225511;-19.919313;-43.888927;20745;0;614;0
105;20200213225551;-19.863289;-43.927275;20012;9;6039;49;1;0
105;20200213225504;-19.961944;-43.989359;30975;0;238;147;0;6336
105;20200213225508;-19.919798;-43.997657;40714;0;737;0;2;19922
105;20200213225504;-19.852192;-43.927779;20428;0;68;0;0;3885
105;20200213225511;-19.919613;-43.995685;30747;0;660;0;0;6638
105;20200213225512;-19.919924;-43.995635;20710;0;737;0;0;15
105;20200213225511;-19.796900;-44.013695;40516;0;552;0;0;4484
105;20200213225507;-19.829891;-44.023933;10739;0;293;0;1;38524
105;20200213225513;-19.901798;-43.963863;11091;0;712;0
105;20200213225512;-19.920004;-43.996083;30894;0;677;0;0;1527
105;20200213225504;-19.797025;-44.013546;40514;0;552;0;0;5418
105;20200213225512;-19.875125;-43.909291;20167;0;565;0;0;2167
105;20200213225502;-19.962916;-43.987807;30194;0;4074;0;0;6591
105;20200213225503;-19.870794;-44.010497;40462;0;7121;0;0;421
105;20200213225511;-19.796609;-44.013589;30474;0;5977;0
105;20200213225511;-19.884943;-43.980426;40709;0;870;0
105;20200213225510;-19.902697;-44.020374;10577;0;5716;0;1;23617
105;20200213225511;-19.796809;-44.011004;40188;10;5583;175;0;6353
105;20200213225512;-19.951527;-43.959961;20297;0;648;0
105;20200213225511;-19.863801;-43.893721;40340;0;648;0;0;9796
105;20200213225512;-19.863777;-43.894264;20558;0;5477;0;0;6041
105;20200213225513;-19.869278;-44.014810;40540;0;5569;0;0;9399
105;20200213225513;-19.885741;-43.979282;10511;0;679;0;0;7124
105;20200213225442;-19.873806;-43.909170;20556;0;5284;0;0;5848
105;20200213225510;-19.796978;-44.013580;40519;0;502;0;0;5463
105;20200213225512;-19.837999;-43.936241;10607;0;3753;0;0;5106
105;20200213225515;-19.919354;-43.888923;20856;0;576;0
105;20200213225513;-19.874605;-43.909506;20389;0;725;0;0;9696
105;20200213225506;-19.852095;-43.927749;20668;0;851;0;0;1582
105;20200213225514;-19.863101;-43.935687;30608;0;5282;0;0;12929
105;20200213225512;-19.838346;-43.936307;10492;0;599;0;0;5785
105;20200213225514;-19.889265;-44.001780;40787;0;1066;0;1;24376
105;20200213225512;-19.874110;-43.909494;10177;0;1625;0;0;6668
105;20200213225515;-19.796706;-44.013321;10587;0;5609;0;1;19371
105;20200213225512;-19.874607;-43.909844;20740;0;565;0;0;2047
105;20200213225515;-19.885887;-43.979037;11027;0;305;0;0;3959
105;20200213225507;-19.869048;-44.014582;30651;0;5700;0;0;3756
105;20200213225512;-19.863920;-43.959922;10180;0;394;0;2;14010
105;20200213225513;-19.852449;-43.927745;20516;1;4514;128;0;4955
105;20200213225515;-19.944919;-43.988889;30992;0;3357;0;0;6371
105;20200213225512;-19.806766;-43.979648;10842;0;1911;0
105;20200213225523;-19.874049;-43.987808;10894;19;1058;237;1;24777
105;20200213225512;-19.864121;-43.894011;20549;0;404;0;0;14694
105;20200213225516;-19.863084;-43.921109;20821;0;372;0;0;1233
105;20200213225516;-19.909204;-43.894755;20246;0;612;0;0;2878
105;20200213225512;-19.830303;-44.014120;11076;0;368;0;0;6393
105;20200213225513;-19.796020;-44.011466;40509;0;5564;0;0;11088
105;20200213225512;-19.863689;-43.893682;30508;0;648;0;0;12156
105;20200213225512;-19.858489;-43.935172;30598;0;952;0;2;21955
105;20200213225517;-19.863931;-43.894530;30264;0;655;0;0;10613
105;20200213225514;-19.864196;-43.894229;20552;0;407;0;0;1093
105;20200213225513;-19.919293;-43.888839;20857;0;614;0
105;20200213225514;-19.919933;-43.996879;30904;0;100;0;0;6167
105;20200213225512;-19.863115;-43.935619;30647;0;6559;0;0;2030
105;20200213225515;-19.947447;-43.942991;11065;0;394;0;1;14898
105;20200213225519;-19.909141;-43.895067;20347;0;7438;88;0;1496
105;20200213225513;-19.797253;-44.012831;10731;0;6144;0
105;20200213225515;-19.838227;-43.936671;11006;0;597;0;0;7928
105;20200213225513;-19.876524;-43.907112;10394;0;734;0;0;9639
105;20200213225514;-19.926530;-43.897592;20016;0;2359;0;1;10
105;20200213225514;-19.852249;-43.927817;20891;0;851;0;0;2369
105;20200213225513;-19.885837;-43.980398;40697;0;5979;0
105;20200213225513;-19.863855;-43.921114;20801;0;579;0;0;3962
105;20200213225516;-19.917856;-43.994942;40809;0;93;0;0;4160
105;20200213225514;-19.870780;-44.010182;40727;0;307;0;0;1021
105;20200213225516;-20.020459;-44.029200;30712;0;7419;0;0;4666
105;20200213225512;-19.797146;-44.012442;10586;0;508;0;0;5434
105;20200213225516;-19.870734;-44.010095;40142;0;7121;35;0;422
105;20200213225516;-19.953667;-43.969640;30624;0;952;0;0;2377
105;20200213225512;-19.874562;-43.909624;20761;0;4614;0;0;14181
105;20200213225503;-19.869074;-44.014479;40596;0;340;0
105;20200213225515;-19.992701;-44.039772;30777;0;4018;0;0;3183
105;20200213225550;-19.933874;-43.951797;30295;0;349;0;1;6596
105;20200213225511;-19.796809;-44.013292;40440;1;7040;90;0;8437
105;20200213225518;-19.992392;-44.040185;30457;0;917;0;0;3314
105;20200213225514;-19.831066;-44.014188;11110;0;360;0;0;7346
105;20200213225515;-19.873816;-43.909200;20479;0;5284;0;0;5845
105;20200213225514;-19.830399;-44.014001;11127;0;293;0;0;1488
105;20200213225538;-19.899919;-43.991995;20843;28;755;333;1;0
105;20200213225537;-19.915686;-43.905179;20346;18;629;171;1;2876
105;20200213225514;-20.020009;-44.028896;30232;0;938;0;0;6483
105;20200213225519;-19.885430;-43.980416;40576;2;5700;199
105;20200213225517;-19.909237;-43.895051;20174;1;612;16;0;2324
105;20200213225518;-19.909125;-43.894970;20627;1;629;33
105;20200213225515;-19.842803;-43.967758;40528;0;5564;177;1;25505
105;20200213225519;-19.962958;-43.987792;30195;0;3999;0;0;6403
105;20200213225516;-19.797298;-44.012015;40384;0;5572;0;0;3108
105;20200213225517;-19.869242;-44.014815;40533;0;6579;0;0;8707
105;20200213225517;-19.863823;-43.894096;30321;0;416;0;0;10990
105;20200213225516;-19.963841;-43.964040;30860;0;643;0;0;15469
105;20200213225516;-19.962843;-43.987804;30830;0;1066;0;0;2768
105;20200213225518;-19.838200;-43.936505;10613;0;3745;0
105;20200213225517;-19.994312;-44.023761;30448;0;238;0;1;41593
105;20200213225517;-19.870728;-44.010454;40730;0;307;0;0;1113
105;20200213225519;-19.883627;-43.978363;40653;0;8;0;0;16813
105;20200213225519;-19.800949;-43.978729;10342;0;5605;0
105;20200213225516;-19.797536;-44.012532;40382;0;508;0;0;5524
105;20200213225517;-20.002942;-44.025689;30883;0;4074;0;0;0
105;20200213225515;-19.884915;-43.980380;30521;0;608;0
105;20200213225519;-19.800721;-43.978897;10417;0;6819;70
105;20200213225517;-19.875348;-43.909321;10664;0;679;0;0;4081
105;20200213225509;-19.885139;-43.979739;40317;0;608;0
105;20200213225520;-19.917782;-43.994960;40855;0;4398;0;0;3210
105;20200213225520;-19.876725;-43.906827;20440;1;872;322;0;10992
105;20200213225520;-19.796601;-44.013596;20625;0;5609;0
105;20200213225517;-19.886000;-43.980527;40410;1;334;148
105;20200213225521;-19.842241;-43.967669;10941;0;5570;0;1;14407
105;20200213225515;-19.870920;-44.010330;40143;0;309;0;0;1042
105;20200213225518;-19.953596;-43.969792;30625;0;952;0
105;20200213225515;-19.885896;-43.979383;10510;1;753;89;0;5427
105;20200213225520;-19.863802;-43.894053;20296;0;416;0;0;10879
105;20200213225513;-19.886222;-43.979495;10805;0;402;0;0;8202
105;20200213225513;-19.796396;-44.011695;10249;0;5580;0;0;5704
105;20200213225515;-19.919631;-43.996337;30733;0;597;0;0;13622
105;20200213225517;-19.945181;-43.988619;20196;0;971;0;0;7908
105;20200213225518;-19.862869;-43.920945;20572;0;3740;0;0;7423
105;20200213225521;-19.864130;-43.894094;20546;0;407;0;0;1120
105;20200213225520;-19.973591;-44.019787;30868;0;930;0;1;27389
105;20200213225520;-19.992956;-44.040583;30415;0;4018;0;0;3571
105;20200213225518;-19.830150;-44.012797;10942;0;293;0;0;1459
105;20200213225517;-19.862764;-43.920809;20832;0;579;0;0;4066
105;20200213225521;-19.796634;-44.013471;20624;0;5977;0
105;20200213225521;-19.884868;-43.980213;40414;0;723;0;0;9179
105;20200213225519;-19.963651;-43.963930;30252;2;565;202;0;18240
105;20200213225521;-19.919182;-43.888340;20318;0;695;0;0;1980
105;20200213225523;-19.813812;-43.915726;10604;0;6861;0;1;20839
105;20200213225520;-19.917794;-43.995353;40650;0;93;0;0;3769
105;20200213225520;-19.831079;-44.014119;11060;0;368;0;0;6415
105;20200213225542;-19.923992;-43.935724;10570;36;340;148;1;7683
105;20200213225520;-19.988116;-44.034403;30574;0;243;259;0;5287
105;20200213225524;-19.806778;-43.979646;11129;0;3757;0;0;7868
105;20200213225521;-19.945160;-43.988903;30237;0;84;0;0;2012
105;20200213225520;-19.874322;-43.909942;20418;0;639;0;0;15550
105;20200213225520;-19.864497;-43.893906;20292;0;660;0;0;8423
105;20200213225520;-19.862312;-43.921321;20425;0;588;0;0;2988
105;20200213225524;-19.992657;-44.039754;30552;0;905;0;0;3228
105;20200213225523;-19.796795;-44.013340;10589;0;6867;0;0;9580
105;20200213225523;-19.838052;-43.935903;10168;0;597;0;0;7217
105;20200213225512;-19.875321;-43.908561;20495;0;5620;0;0;13125
105;20200213225524;-19.963976;-43.963320;30257;0;565;0;0;4894
105;20200213225516;-19.909172;-43.894960;20539;0;574;0;0;9491
105;20200213225520;-19.797361;-44.013581;10789;0;495;0;0;5523
105;20200213225523;-19.870706;-44.010398;40630;0;307;0;0;1041
105;20200213225446;-19.962936;-43.987704;30405;0;5628;0;0;2022
105;20200213225520;-19.797464;-44.012643;30451;0;5977;218;0;5089
105;20200213225522;-19.830876;-44.014310;11075;0;362;0;0;6156
105;20200213225523;-19.953256;-43.969821;10108;1;3637;1
105;20200213225523;-19.919989;-43.996050;40640;0;1041;0;0;2602
105;20200213225520;-19.973302;-43.947847;30856;0;5286;0;1;54956
105;20200213225526;-19.864267;-43.893344;20787;0;409;0;0;609
105;20200213225517;-19.885442;-43.979264;11024;0;305;0;0;3787
105;20200213225522;-19.885727;-43.980274;40687;0;389;0
105;20200213225521;-19.829384;-44.013066;10712;0;5569;265;0;8029
105;20200213225521;-19.796176;-44.011804;10800;0;541;0;0;5315
105;20200213225236;-19.874931;-43.909639;20741;0;565;0;0;2096
105;20200213225512;-19.870830;-44.010454;40733;0;288;0;0;420
105;20200213225421;-19.962537;-43.987675;30888;0;238;0;0;2338
105;20200213225250;-19.885134;-43.979764;10835;0;5996;0;0;6055
105;20200213225524;-19.964001;-43.963281;40337;0;749;0;0;6578
105;20200213225518;-19.863350;-43.935537;30604;2;502;21;0;8585
105;20200213225513;-19.962175;-43.989713;30534;0;5282;0;0;19109
105;20200213225522;-19.945297;-43.988531;30433;0;3357;0;0;20334
105;20200213225520;-19.821928;-43.948654;10829;0;4514;0;1;35754
105;20200213225528;-19.928590;-44.004086;20433;7;68;294;1;4
105;20200213225524;-20.020080;-44.028936;30341;0;268;0;0;4743
105;20200213225524;-19.863788;-43.894007;30269;0;660;0;0;8405
105;20200213225521;-19.988175;-44.034941;30687;0;243;0;0;5255
105;20200213225253;-19.919610;-43.995802;20898;0;2374;0;0;6091
105;20200213225523;-19.876527;-43.907172;40388;0;590;0;0;5503
105;20200213225523;-19.851736;-43.927179;20874;0;68;0;0;3947
105;20200213225525;-19.864519;-43.893600;20782;0;407;0;0;1154
105;20200213225522;-19.852561;-43.927739;20513;0;6145;0;0;5006
105;20200213225528;-19.919026;-43.889216;20325;0;716;0;0;4490
105;20200213225522;-19.884786;-43.980421;40662;0;870;0
105;20200213225515;-19.885929;-43.979312;11067;0;340;0;0;13625
105;20200213225523;-19.796552;-44.013634;40582;0;5572;0
105;20200213225517;-19.874973;-43.909647;20331;0;677;0;0;16071
105;20200213225525;-19.806974;-43.979882;10546;0;5781;0
105;20200213225523;-19.963589;-43.963898;40646;0;908;0;0;7175
105;20200213225526;-19.919732;-43.995672;30899;0;7119;0;0;8906
105;20200213225527;-19.796926;-44.011726;10550;0;5577;0;0;5650
105;20200213225526;-19.909174;-43.894622;20884;0;629;0;0;1529
105;20200213225523;-19.919618;-43.995587;10969;0;684;0;0;1033
105;20200213225524;-19.797140;-44.012475;30541;0;5609;0;0;5461
105;20200213225523;-19.919505;-43.888885;20632;0;614;0
105;20200213225439;-19.874377;-43.909961;10624;0;639;0;0;15517
105;20200213225524;-19.919276;-43.888907;20746;0;695;0
105;20200213225522;-19.862563;-43.920737;20911;0;579;0;0;3979
105;20200213225521;-19.830253;-44.014129;11052;0;5563;0;0;2265
105;20200213225522;-19.873763;-43.909348;20454;0;1629;0;0;6629
105;20200213225528;-19.920359;-43.955125;40753;37;355;104;2;6489
105;20200213225524;-19.797063;-44.013784;40518;0;6144;0;0;5478
105;20200213225524;-19.953577;-43.969825;30595;0;952;64
105;20200213225527;-19.797106;-44.012498;10556;0;508;0;0;5465
105;20200213225522;-19.919931;-43.996090;40589;0;2374;0;0;6129
105;20200213225528;-19.885489;-43.979065;10718;0;5564;0;0;6803
105;20200213225524;-19.852052;-43.927723;20670;0;68;0;0;3509
105;20200213225522;-19.852411;-43.927430;20903;0;72;175;0;4902
105;20200213225523;-19.897497;-43.961199;10920;0;667;0;1;11820
